ROAD_NAME,district,address
麗水街,新莊區,242台灣新北市新莊區麗水街20號
麗水街,新莊區,242台灣新北市新莊區麗水街24號
麗水街,新莊區,242台灣新北市新莊區麗水街28號
麗水街,新莊區,242台灣新北市新莊區麗水街28號
光武街,樹林區,238台灣新北市樹林區光武街7-2號
光武街,樹林區,238台灣新北市樹林區光武街9-3號
北宜路一段,新店區,231台灣新北市新店區北宜路一段190號
北宜路一段,新店區,231台灣新北市新店區北宜路一段190號
三多路,樹林區,238台灣新北市樹林區三多路123號
北宜路一段,新店區,231台灣新北市新店區北宜路一段190號
106縣道,板橋區,220台灣新北市板橋區106縣道301號
大學路,三峽區,237台灣新北市三峽區大學路122號
大智路,三峽區,237台灣新北市三峽區大智路17號
三峽區,新北市,237台灣新北市三峽區三峽區公所(中山路仁愛街口)
仁愛街,三峽區,237台灣新北市三峽區仁愛街10號
光榮路,蘆洲區,247台灣新北市蘆洲區光榮路28號
中興路一段,新店區,231台灣新北市新店區中興路一段84號
保安街二段,樹林區,238台灣新北市樹林區保安街二段7號
中山路一段,樹林區,238台灣新北市樹林區中山路一段14號
中山路,三峽區,237台灣新北市三峽區中山路171號
中山路,三峽區,237台灣新北市三峽區中山路171號
中正路,樹林區,238台灣新北市樹林區中正路1號
民族路,蘆洲區,247台灣新北市蘆洲區民族路320號
和興街,新莊區,242台灣新北市新莊區和興街71號
北新路,淡水區,251台灣新北市淡水區北新路74號
新莊區,新北市,242台灣新北市新莊區勞工活動中心
北宜路一段,新店區,231台灣新北市新店區北宜路一段190號
北宜路一段,新店區,231台灣新北市新店區北宜路一段190-7號
北宜路一段,新店區,231台灣新北市新店區北宜路一段190號
北宜路一段,新店區,231台灣新北市新店區北宜路一段190-7號
復興路一段,新莊區,242台灣新北市新莊區復興路一段45號
北宜路一段,新店區,231台灣新北市新店區北宜路一段190-7號
復興路一段,新莊區,242台灣新北市新莊區復興路一段45號
興德路,三重區,241台灣新北市三重區興德路137號
北宜路一段,新店區,231台灣新北市新店區北宜路一段190-7號
北宜路一段,新店區,231台灣新北市新店區北宜路一段190-8號
北宜路一段,新店區,231台灣新北市新店區北宜路一段222號
北宜路一段,新店區,231台灣新北市新店區北宜路一段222號
北宜路一段,新店區,231台灣新北市新店區北宜路一段252號
北宜路一段,新店區,231台灣新北市新店區北宜路一段226號
北宜路一段,新店區,231台灣新北市新店區北宜路一段286號
北宜路一段,新店區,231台灣新北市新店區北宜路一段282號
北宜路一段,新店區,231台灣新北市新店區北宜路一段272號
北宜路一段,新店區,231台灣新北市新店區北宜路一段268號
北宜路一段,新店區,231台灣新北市新店區北宜路一段260號
北宜路一段,新店區,231台灣新北市新店區北宜路一段272-1號
北宜路一段,新店區,231台灣新北市新店區北宜路一段268號
北宜路一段,新店區,231台灣新北市新店區北宜路一段256號
北宜路一段,新店區,231台灣新北市新店區北宜路一段246號
安忠路,新店區,231台灣新北市新店區安忠路59號
北宜路一段,新店區,231台灣新北市新店區北宜路一段246號
民生街61巷,三重區,241台灣新北市三重區民生街61巷1號
民生街61巷,三重區,241台灣新北市三重區民生街61巷1號
民生街61巷,三重區,241台灣新北市三重區民生街61巷1號
民生街61巷,三重區,241台灣新北市三重區民生街61巷1號
中正路,蘆洲區,247台灣新北市蘆洲區中正路453-2號
中正路,蘆洲區,247台灣新北市蘆洲區中正路453-2號
中正路,蘆洲區,247台灣新北市蘆洲區中正路465號
中正路,蘆洲區,247台灣新北市蘆洲區中正路459號
中正路,蘆洲區,247台灣新北市蘆洲區中正路459號
國光街,中和區,235台灣新北市中和區國光街5號
北宜路一段,新店區,231台灣新北市新店區北宜路一段256號
新店區,新北市,231台灣新北市新店區南青宮
北宜路一段,新店區,231台灣新北市新店區北宜路一段248號
北宜路一段,新店區,231台灣新北市新店區北宜路一段248號
北宜路一段,新店區,231台灣新北市新店區北宜路一段282號
北宜路一段,新店區,231台灣新北市新店區北宜路一段221號
北宜路一段,新店區,231台灣新北市新店區北宜路一段222號
北宜路一段,新店區,231台灣新北市新店區北宜路一段222號
北宜路一段,新店區,231台灣新北市新店區北宜路一段222號
北宜路一段,新店區,231台灣新北市新店區北宜路一段222號
長安街,蘆洲區,247台灣新北市蘆洲區長安街292號
北宜路一段,新店區,231台灣新北市新店區北宜路一段222號
文化路二段182巷7弄,板橋區,220台灣新北市板橋區文化路二段182巷7弄17號
中正路,蘆洲區,247台灣新北市蘆洲區中正路476號
民樂街,新莊區,242台灣新北市新莊區民樂街79號
綠堤街,板橋區,220台灣新北市板橋區綠堤街49號
民樂街,新莊區,242台灣新北市新莊區民樂街79號
文昌路,八里區,249台灣新北市八里區文昌路112號
文昌路,八里區,249台灣新北市八里區文昌路120號
八里區,新北市,249台灣新北市八里區十三行文化公園
三民路,蘆洲區,247台灣新北市蘆洲區三民路506號
福德南路,三重區,241台灣新北市三重區福德南路82號
福德南路,三重區,241台灣新北市三重區福德南路84號
福德南路,三重區,241台灣新北市三重區福德南路84號
忠孝路一段,三重區,241台灣新北市三重區忠孝路一段55號
自強路一段,三重區,241台灣新北市三重區自強路一段168號
106甲縣道,中和區,235台灣新北市中和區106甲縣道959號
新北市特一號道路,中和區,235台灣新北市中和區新北市特一號道路961號
博物館路,八里區,249台灣新北市八里區博物館路31號
博物館路,八里區,249台灣新北市八里區博物館路65號
博物館路,八里區,249台灣新北市八里區博物館路23號
集賢路,蘆洲區,247台灣新北市蘆洲區集賢路275號
博物館路,八里區,249台灣新北市八里區博物館路29號
安忠路,新店區,231台灣新北市新店區安忠路59號
文化三路一段,林口區,244台灣新北市林口區文化三路一段543號
安忠路,新店區,231台灣新北市新店區安忠路59號
光復路一段,三重區,241台灣新北市三重區光復路一段71號
安忠路,新店區,231台灣新北市新店區安忠路70號
自立路,中和區,235台灣新北市中和區自立路69號
自立路,中和區,235台灣新北市中和區自立路129號
文化北路一段,林口區,244台灣新北市林口區文化北路一段377號
新五路二段,五股區,248台灣新北市五股區新五路二段243號
永安南路一段,蘆洲區,247台灣新北市蘆洲區永安南路一段150號
水湳街,蘆洲區,247台灣新北市蘆洲區水湳街13號
水湳街,蘆洲區,247台灣新北市蘆洲區水湳街13號
永安南路一段22巷43弄,蘆洲區,247台灣新北市蘆洲區永安南路一段22巷43弄154號
安邦街,中和區,235台灣新北市中和區安邦街38號
中和區,新北市,235台灣新北市中和區游氏宗祠
佳園路三段,樹林區,238台灣新北市樹林區佳園路三段374號
民權路,蘆洲區,247台灣新北市蘆洲區民權路98號
復興路,中和區,235台灣新北市中和區復興路305號
中山路,林口區,244台灣新北市林口區中山路258號
立人街,中和區,235台灣新北市中和區立人街55號
安樂路,永和區,234台灣新北市永和區安樂路226號
中山路,林口區,244台灣新北市林口區中山路248號2號
仁愛街,三重區,241台灣新北市三重區仁愛街241號
西雲路,五股區,248台灣新北市五股區西雲路116-2號
中山路,林口區,244台灣新北市林口區中山路250-1號
中山路,林口區,244台灣新北市林口區中山路241號
中山路,林口區,244台灣新北市林口區中山路235號
中山路,林口區,244台灣新北市林口區中山路235號
文化路,三峽區,237台灣新北市三峽區文化路312號
500,大安路,238台灣新北市樹林區大安路500號樹人體健廣場
文化北路一段,林口區,244台灣新北市林口區文化北路一段398號
水湳街,蘆洲區,247台灣新北市蘆洲區水湳街15號
四維路,林口區,244台灣新北市林口區四維路335號
忠孝路,八里區,249台灣新北市八里區忠孝路286號
忠孝路,八里區,249台灣新北市八里區忠孝路286號
忠孝路,八里區,249台灣新北市八里區忠孝路286號
忠孝路,八里區,249台灣新北市八里區忠孝路276號
忠孝路,八里區,249台灣新北市八里區忠孝路268號
大安路,樹林區,238台灣新北市樹林區大安路411號
永樂街,蘆洲區,247台灣新北市蘆洲區永樂街23號
北87鄉道,樹林區,238台灣新北市樹林區北87鄉道465號
106縣道,林口區,244台灣新北市林口區106縣道563號
仁愛路一段,林口區,244台灣新北市林口區仁愛路一段302號
學府路,樹林區,237台灣新北市樹林區學府路555號
文化路,永和區,234台灣新北市永和區文化路153號
文化一路一段,林口區,244台灣新北市林口區文化一路一段256號
長興路,蘆洲區,247台灣新北市蘆洲區長興路337號
自強路,中和區,235台灣新北市中和區自強路38號
龍門路,三重區,241台灣新北市三重區龍門路221號
大安路,樹林區,238台灣新北市樹林區大安路221號
大安路,樹林區,238台灣新北市樹林區大安路225號
鎮前街,樹林區,238台灣新北市樹林區鎮前街319號
大安路,樹林區,238台灣新北市樹林區大安路303號
樹林區,新北市,238台灣新北市樹林區樹人家商
樹林區,新北市,238台灣新北市樹林區樹人家商
樹林區,新北市,238台灣新北市樹林區樹人家商
樹林區,新北市,238台灣新北市樹林區樹人家商
忠孝路,八里區,249台灣新北市八里區忠孝路209號
大安路,樹林區,238台灣新北市樹林區大安路222號
大安路,樹林區,238台灣新北市樹林區大安路222號
鎮前街,樹林區,238台灣新北市樹林區鎮前街355號
鎮前街,樹林區,238台灣新北市樹林區鎮前街397號
鎮前街,樹林區,238台灣新北市樹林區鎮前街423號
保安路,永和區,234台灣新北市永和區保安路83號
大安路,樹林區,238台灣新北市樹林區大安路535號
復興路446巷2弄,樹林區,238台灣新北市樹林區復興路446巷2弄11號
大安路537巷7弄,樹林區,238台灣新北市樹林區大安路537巷7弄25號
大安路537巷7弄,樹林區,238台灣新北市樹林區大安路537巷7弄25號
大安路,樹林區,238台灣新北市樹林區大安路18-2號
大安路,樹林區,238台灣新北市樹林區大安路18-2號
忠孝路,八里區,249台灣新北市八里區忠孝路85號
忠孝路,八里區,249台灣新北市八里區忠孝路85號
芳洲路,五股區,248台灣新北市五股區芳洲路65號
中和區,新北市,235台灣新北市中和區遠東愛買[新巴士]
三重區,新北市,241台灣新北市三重區群光大樓
三和路四段160巷,三重區,241台灣新北市三重區三和路四段160巷11號
永利路,永和區,234台灣新北市永和區永利路59號
大安路,樹林區,238台灣新北市樹林區大安路118-1號
文化二路一段,林口區,244台灣新北市林口區文化二路一段92號
保安路,永和區,234台灣新北市永和區保安路123號
忠孝路,八里區,249台灣新北市八里區忠孝路17號
莒光路,中和區,235台灣新北市中和區莒光路207-5號
保安路,永和區,234台灣新北市永和區保安路117號
保安路,永和區,234台灣新北市永和區保安路115號
文化一路一段,林口區,244台灣新北市林口區文化一路一段230號
文化一路一段,林口區,244台灣新北市林口區文化一路一段230號
文化一路一段,林口區,244台灣新北市林口區文化一路一段230號
文化一路一段,林口區,244台灣新北市林口區文化一路一段250號
文化一路一段,林口區,244台灣新北市林口區文化一路一段250號
文化一路一段,林口區,244台灣新北市林口區文化一路一段250號
文化一路一段,林口區,244台灣新北市林口區文化一路一段222號
文化一路一段,林口區,244台灣新北市林口區文化一路一段220號
文化一路一段,林口區,244台灣新北市林口區文化一路一段220號
林口區,新北市,244台灣新北市林口區林口國中
保安路,永和區,234台灣新北市永和區保安路182號
保安路,永和區,234台灣新北市永和區保安路210號
保安路,永和區,234台灣新北市永和區保安路208號
學成路,土城區,236台灣新北市土城區學成路16號
學成路,土城區,236台灣新北市土城區學成路61號
大安路339巷,樹林區,238台灣新北市樹林區大安路339巷20號
大安路,樹林區,238台灣新北市樹林區大安路345號
大安路,樹林區,238台灣新北市樹林區大安路345號
忠孝路,八里區,249台灣新北市八里區忠孝路59號
忠孝路,八里區,249台灣新北市八里區忠孝路72號
忠孝路,八里區,249台灣新北市八里區忠孝路100號
俊英街46巷,樹林區,238台灣新北市樹林區俊英街46巷1-1號台灣 之
忠孝路,八里區,249台灣新北市八里區忠孝路134號
忠孝路,八里區,249台灣新北市八里區忠孝路124號
八德路,林口區,244台灣新北市林口區八德路4號
八德路,林口區,244台灣新北市林口區八德路4號
八德路,林口區,244台灣新北市林口區八德路4號
八德路,林口區,244台灣新北市林口區八德路4號
八德路,林口區,244台灣新北市林口區八德路4號
觀海大道,八里區,249台灣新北市八里區觀海大道39號1號
八德路,林口區,244台灣新北市林口區八德路18號
八德路,林口區,244台灣新北市林口區八德路18號
八德路,林口區,244台灣新北市林口區八德路4號
八德路,林口區,244台灣新北市林口區八德路18號
八德路,林口區,244台灣新北市林口區八德路4號
八德路,林口區,244台灣新北市林口區八德路6號
八德路,林口區,244台灣新北市林口區八德路6號
八德路,林口區,244台灣新北市林口區八德路13號
八德路,林口區,244台灣新北市林口區八德路50號
八德路20巷,林口區,244台灣新北市林口區八德路20巷3號
八德路20巷,林口區,244台灣新北市林口區八德路20巷1號
八德路20巷,林口區,244台灣新北市林口區八德路20巷1號
八德路20巷,林口區,244台灣新北市林口區八德路20巷1號
八德路,林口區,244台灣新北市林口區八德路13號
八德路,林口區,244台灣新北市林口區八德路13號
八德路,林口區,244台灣新北市林口區八德路15號
八德路,林口區,244台灣新北市林口區八德路13號
八德路,林口區,244台灣新北市林口區八德路262號
文化北路一段,林口區,244台灣新北市林口區文化北路一段39號
文化北路二段,中湖,244台灣新北市林口區文化北路二段號
忠孝路二段65巷5弄,三重區,241台灣新北市三重區忠孝路二段65巷5弄5號
觀海大道,八里區,249台灣新北市八里區觀海大道45號
保平路,永和區,234台灣新北市永和區保平路219號
觀海大道,八里區,249台灣新北市八里區觀海大道45號
文化二路一段,林口區,244台灣新北市林口區文化二路一段22號
文化北路一段526巷,林口區,244台灣新北市林口區文化北路一段526巷7號
中山路,林口區,244台灣新北市林口區中山路365號
文化一路二段,林口區,"號, No. 159文化一路二段林口區新北市台灣 244"
文化一路二段,林口區,244台灣新北市林口區文化一路二段159號
新北市,台灣,235台灣新北市中和區326 民德路線
自強路一段,三重區,241台灣新北市三重區自強路一段157號
文化北路一段,林口區,244台灣新北市林口區文化北路一段416號
108縣道,林口區,244台灣新北市林口區108縣道436號
文化北路一段526巷,林口區,244台灣新北市林口區文化北路一段526巷7號
文化北路一段,林口區,244台灣新北市林口區文化北路一段532號
新莊區,新北市,242台灣新北市新莊區北基加油站[新巴士]
民安東路,新莊區,242台灣新北市新莊區民安東路138號
林口區,新北市,244台灣新北市林口區新北特殊教育學校[新巴士]
觀海大道,八里區,249台灣新北市八里區觀海大道63號
觀海大道,八里區,249台灣新北市八里區觀海大道91號
觀海大道,八里區,249台灣新北市八里區觀海大道91號
觀海大道,八里區,249台灣新北市八里區觀海大道97號
林口區,新北市,244台灣新北市林口區新北特殊教育學校[新巴士]
觀海大道,八里區,249台灣新北市八里區觀海大道91號
觀海大道,八里區,249台灣新北市八里區觀海大道97號
觀海大道,八里區,249台灣新北市八里區觀海大道97號
觀海大道,八里區,249台灣新北市八里區觀海大道97號
大安路,樹林區,238台灣新北市樹林區大安路72號
觀海大道,八里區,249台灣新北市八里區觀海大道97號
北新路二段,新店區,231台灣新北市新店區北新路二段170號
八德路20巷,林口區,244台灣新北市林口區八德路20巷1號
八德路20巷,林口區,244台灣新北市林口區八德路20巷1號
八德路20巷,林口區,244台灣新北市林口區八德路20巷3號
八德路20巷,林口區,244台灣新北市林口區八德路20巷3號
八德路48巷,林口區,244台灣新北市林口區八德路48巷33號
八德路48巷,林口區,244台灣新北市林口區八德路48巷33號
八德路48巷,林口區,244台灣新北市林口區八德路48巷27號
樹林區,新北市,238台灣新北市樹林區中正路口
八德路48巷,林口區,244台灣新北市林口區八德路48巷19號
八德路48巷,林口區,244台灣新北市林口區八德路48巷19號
八德路48巷,林口區,244台灣新北市林口區八德路48巷17號
八德路48巷,林口區,244台灣新北市林口區八德路48巷13號
八德路48巷,林口區,244台灣新北市林口區八德路48巷15號
八德路48巷,林口區,244台灣新北市林口區八德路48巷15號
八德路48巷,林口區,244台灣新北市林口區八德路48巷17號
八德路48巷,林口區,244台灣新北市林口區八德路48巷15號
八德路48巷,林口區,244台灣新北市林口區八德路48巷5號
八德路,林口區,244台灣新北市林口區八德路48號
八德路,林口區,244台灣新北市林口區八德路48號
八德路48巷,林口區,244台灣新北市林口區八德路48巷5號
文化一路一段,林口區,244台灣新北市林口區文化一路一段17號
文化一路一段,林口區,244台灣新北市林口區文化一路一段17號
文化一路一段15巷,林口區,244台灣新北市林口區文化一路一段15巷2號
林口區,新北市,244台灣新北市林口區麗林國小[新巴士]
林口區,新北市,244台灣新北市林口區麗林國小[新巴士]
文化一路一段15巷,林口區,244台灣新北市林口區文化一路一段15巷8號
中和區,新北市,235台灣新北市中和區光復國小
永利路,永和區,234台灣新北市永和區永利路338號
光中路,板橋區,220台灣新北市板橋區光中路109號
觀海大道,八里區,249台灣新北市八里區觀海大道155號
觀海大道,八里區,249台灣新北市八里區觀海大道155號
觀海大道,八里區,"號, No. 155觀海大道八里區新北市台灣 249"
永貞路,永和區,234台灣新北市永和區永貞路24號
台9線,新店區,231台灣新北市新店區台9線148號
中山路,林口區,244台灣新北市林口區中山路41號
光明路,新莊區,242台灣新北市新莊區光明路2號
板橋區,新北市,"號 No. 277, 陽明街板橋區新北市台灣 220"
板橋區,新北市,"號 No. 277, 陽明街板橋區新北市台灣 220"
陽明街,板橋區,220台灣新北市板橋區陽明街277-1號
陽明街,板橋區,220台灣新北市板橋區陽明街277-1號
陽明街,板橋區,220台灣新北市板橋區陽明街281號
陽明街,板橋區,220台灣新北市板橋區陽明街283號
陽明街,板橋區,220台灣新北市板橋區陽明街289號
陽明街,板橋區,220台灣新北市板橋區陽明街289號
陽明街,板橋區,"號, No. 291陽明街板橋區新北市台灣 220"
陽明街,板橋區,"號, No. 291陽明街板橋區新北市台灣 220"
四維路177巷4弄,板橋區,220台灣新北市板橋區四維路177巷4弄16號
板橋區,新北市,220台灣新北市板橋區新北市板橋區
板橋區,新北市,220台灣新北市板橋區新北市板橋區
板橋區,新北市,220台灣新北市板橋區新北市板橋區
板橋區,新北市,220台灣新北市板橋區新北市板橋區
板橋區,新北市,220台灣新北市板橋區新北市板橋區
光中路,中和區,235台灣新北市中和區光中路36號
光中路,中和區,"號, No. 26光中路中和區新北市台灣 220"
光中路,中和區,"號, No. 26光中路中和區新北市台灣 220"
光中路,中和區,"號, No. 26光中路中和區新北市台灣 220"
長興路,蘆洲區,247台灣新北市蘆洲區長興路244號
光中路,中和區,"號, No. 26光中路中和區新北市台灣 220"
光中路,中和區,"號, No. 26光中路中和區新北市台灣 220"
光中路,中和區,"號, No. 26光中路中和區新北市台灣 220"
明德路二段,土城區,236台灣新北市土城區明德路二段58號2號
光中路,中和區,235台灣新北市中和區光中路36號
觀海大道,八里區,249台灣新北市八里區觀海大道157號
觀海大道,八里區,249台灣新北市八里區觀海大道159號
118號,西雲路,248台灣新北市五股區西雲路118號2樓
永安南路二段,蘆洲區,247台灣新北市蘆洲區永安南路二段16號
民德路,中和區,235台灣新北市中和區民德路378號
民德路,中和區,235台灣新北市中和區民德路380號
民德路,中和區,235台灣新北市中和區民德路370號
民德路,中和區,235台灣新北市中和區民德路370號
學府路一段,土城區,236台灣新北市土城區學府路一段239號
民德路,中和區,235台灣新北市中和區民德路368號
民德路,中和區,235台灣新北市中和區民德路384號
民德路,中和區,235台灣新北市中和區民德路392號
民德路,中和區,235台灣新北市中和區民德路392號
民德路,中和區,235台灣新北市中和區民德路392號
永安南路二段,蘆洲區,247台灣新北市蘆洲區永安南路二段16號
民德路,中和區,235台灣新北市中和區民德路360號
中和區,新北市,235台灣新北市中和區壽德街口
中和區,新北市,235台灣新北市中和區壽德街口
中和區,新北市,235台灣新北市中和區壽德街口
學府路一段,土城區,236台灣新北市土城區學府路一段288號
學成路,樹林區,238台灣新北市樹林區學成路479號號
學成路,樹林區,238台灣新北市樹林區學成路317號
樹林區,新北市,238台灣新北市樹林區學成大成路口
學成路,三峽區,237台灣新北市三峽區學成路155號
學成路,樹林區,238台灣新北市樹林區學成路317號
學成路,樹林區,238台灣新北市樹林區學成路641號
樹林區,新北市,238台灣新北市樹林區學成大成路口
學成路,三峽區,237台灣新北市三峽區學成路228號
學成路,樹林區,238台灣新北市樹林區學成路641號
學成路,三峽區,237台灣新北市三峽區學成路230號
學成路,三峽區,237台灣新北市三峽區學成路227-2號
學成路,三峽區,237台灣新北市三峽區學成路248號
樹林區,新北市,237台灣新北市樹林區麗寶國際館
學成路,三峽區,237台灣新北市三峽區學成路248號
學成路,三峽區,237台灣新北市三峽區學成路246號
學成路,樹林區,238台灣新北市樹林區學成路489號
學成路,樹林區,238台灣新北市樹林區學成路317號
學成路,樹林區,238台灣新北市樹林區學成路317號
學成路,三峽區,237台灣新北市三峽區學成路157號
學成路,樹林區,238台灣新北市樹林區學成路669號
學成路,樹林區,238台灣新北市樹林區學成路317號
大德路,三峽區,237台灣新北市三峽區大德路97號
大德路,三峽區,237台灣新北市三峽區大德路97號
學成路,三峽區,238台灣新北市三峽區學成路398號
大有路,樹林區,238台灣新北市樹林區大有路15號
學成路,三峽區,237台灣新北市三峽區學成路155號
學成路,三峽區,237台灣新北市三峽區學成路248號
